100 10000
97 48 16
15 39 12
40 5 17
44 0 11
88 58 12
8 51 11
34 1 19
15 91 11
47 33 14
19 80 14
15 39 18
96 61 16
29 37 20
12 38 15
15 39 14
97 48 15
89 25 19
17 9 11
51 17 18
8 51 12
86 26 19
56 44 16
89 25 20
1 11 17
15 91 16
21 84 18
40 5 14
2 3 16
75 10 10
52 93 14
29 37 14
15 73 11
1 11 12
96 61 15
15 91 11
1 11 10
96 61 19
35 99 18
40 5 16
3 72 13
38 3 11
1 11 19
44 68 20
4 74 17
14 67 12
92 62 20
54 90 13
15 73 18
92 62 18
36 77 10
19 80 15
15 91 10
44 13 17
36 77 19
70 71 12
99 65 14
38 45 16
69 83 15
86 26 11
57 36 12
42 64 11
40 5 12
46 74 19
19 80 12
36 77 14
8 51 15
15 39 15
89 25 18
92 62 16
15 39 16
94 82 16
44 13 11
66 67 12
52 93 15
40 5 14
51 31 13
57 36 13
75 24 13
47 33 11
35 99 18
2 3 17
1 11 17
12 27 11
82 1 18
2 3 12
38 45 11
82 1 19
35 99 13
15 39 11
75 10 18
44 13 20
56 44 18
54 90 15
72 86 16
30 47 10
98 94 20
49 93 14
75 24 19
24 59 20
24 59 12
60 3 10
96 61 13
66 67 11
19 80 16
49 93 19
15 91 15
34 50 12
56 44 18
57 36 13
30 47 20
92 62 12
52 93 13
29 37 17
83 34 18
47 33 19
38 45 11
39 55 16
97 48 16
52 93 16
19 80 11
15 73 17
29 37 19
76 34 10
49 93 17
36 77 12
94 82 17
12 27 12
42 64 11
99 92 14
88 58 12
75 96 19
29 37 16
15 73 15
55 70 16
99 65 20
97 48 18
15 91 19
75 24 19
21 84 16
40 5 15
15 73 17
14 67 12
82 1 18
75 24 17
34 1 16
65 79 19
86 26 16
1 11 11
49 93 17
15 91 16
59 14 16
56 44 19
55 70 11
12 27 14
4 74 13
12 27 20
75 10 16
38 45 10
63 27 19
89 25 11
15 39 15
56 44 12
89 23 17
40 89 16
90 87 19
19 80 15
31 29 18
52 93 16
38 81 17
98 94 17
15 91 18
17 9 12
75 10 11
90 87 12
54 90 19
40 5 10
89 25 15
59 14 20
38 45 20
35 99 13
36 77 12
1 11 14
60 3 18
92 62 15
97 48 12
36 77 19
75 24 10
4 5 20
38 45 18
75 24 12
30 47 17
99 92 11
56 44 16
85 99 14
97 48 16
40 22 20
12 27 16
57 36 20
1 11 16
82 1 12
96 61 16
92 62 11
70 71 12
94 82 12
56 44 20
35 99 11
38 45 20
19 80 11
2 3 13
78 48 16
23 31 18
15 91 20
56 44 16
17 9 11
24 59 12
60 3 18
56 44 14
83 28 20
82 1 12
15 39 11
56 44 14
51 36 20
69 83 16
60 3 18
53 72 20
97 48 12
29 37 17
14 67 14
15 91 13
35 99 16
97 48 12
75 24 19
35 99 17
12 27 18
15 91 11
29 37 20
92 62 17
19 80 15
99 92 20
75 24 13
24 64 16
89 25 12
12 27 11
19 80 17
56 44 10
56 44 20
38 3 18
97 48 11
89 25 19
40 22 13
56 44 20
82 84 16
92 62 14
23 31 19
36 77 16
12 38 18
49 93 20
2 3 14
7 87 13
92 62 20
19 80 14
1 11 15
56 44 16
99 92 18
33 95 14
40 5 11
19 80 15
24 59 20
59 14 13
83 34 18
54 90 13
4 74 10
86 26 20
36 77 14
97 48 11
85 99 15
36 77 13
70 71 10
54 90 10
40 5 17
99 92 19
75 10 12
98 94 18
56 44 16
56 44 17
29 37 17
30 36 10
52 93 20
75 24 18
44 68 10
66 67 16
15 91 10
56 44 10
51 17 13
98 94 14
54 90 20
8 51 15
15 39 18
98 94 13
88 58 18
89 25 15
4 74 13
75 24 15
17 9 10
75 24 14
14 67 12
12 27 17
15 91 16
97 48 10
15 91 10
12 38 11
12 27 10
52 93 10
33 95 13
82 1 13
15 91 18
38 45 11
56 44 14
19 80 19
21 84 11
86 26 13
7 43 19
56 44 15
40 22 20
52 93 15
54 90 20
1 11 19
23 31 17
15 73 14
40 5 17
4 5 15
15 73 17
19 80 15
40 5 14
12 27 12
97 48 18
36 77 18
99 82 20
97 48 13
4 5 10
89 25 10
89 25 16
7 43 20
8 51 15
51 17 13
15 91 15
89 25 12
56 44 18
92 62 17
15 73 15
3 93 14
15 73 19
12 27 11
89 25 19
99 65 18
36 77 13
63 27 11
42 64 13
55 70 11
15 91 14
14 67 19
40 22 18
52 93 16
97 48 14
46 74 19
66 67 11
35 99 12
97 48 18
90 87 11
7 87 11
17 9 20
15 91 18
49 93 16
55 70 19
82 1 17
99 92 17
21 84 16
56 44 13
4 74 20
21 84 17
63 27 13
19 80 13
36 77 15
15 39 19
49 93 17
98 94 17
42 64 11
75 24 14
49 93 16
83 28 18
29 37 12
52 93 10
2 3 18
56 44 16
98 94 20
12 27 14
69 83 20
82 1 17
53 72 17
42 64 14
12 38 10
44 13 12
15 91 17
98 94 18
31 29 16
89 25 11
56 44 17
97 48 14
97 48 10
15 91 15
3 93 16
54 90 16
12 38 11
49 93 19
12 39 11
15 91 16
23 31 18
33 95 17
4 5 20
75 24 16
38 45 20
19 80 18
82 84 10
30 36 13
99 92 13
7 43 11
83 28 14
31 29 18
56 44 18
15 91 18
97 48 20
70 71 11
89 25 15
65 79 19
1 11 18
14 67 14
52 93 11
12 27 13
8 51 18
66 67 12
97 48 13
19 80 20
44 13 16
12 39 10
15 73 15
99 92 20
96 61 16
30 47 12
65 79 12
90 87 19
12 39 10
14 67 17
53 72 19
98 94 18
56 44 12
56 44 14
15 39 16
97 48 10
2 3 11
52 93 18
1 11 16
35 99 14
42 64 19
3 93 11
23 31 17
40 22 16
38 45 11
51 17 12
15 39 13
42 64 20
40 5 17
19 80 16
40 22 16
29 37 13
23 31 16
15 39 14
15 91 11
52 93 15
75 24 17
56 44 13
35 99 17
75 24 20
42 64 15
1 11 11
40 5 11
97 48 14
75 24 20
1 11 14
34 1 13
66 67 20
99 92 17
97 48 13
3 93 19
51 31 10
56 44 15
98 94 10
89 25 13
96 61 17
24 64 14
89 25 13
57 36 14
83 28 12
69 83 15
40 22 15
90 87 15
99 92 16
56 44 13
19 80 20
60 3 15
86 26 20
90 87 15
19 80 12
60 3 10
19 80 12
12 27 15
53 72 16
38 45 19
1 11 20
66 67 14
14 67 20
21 84 11
15 39 18
35 99 12
52 93 14
91 56 15
52 93 19
38 45 11
16 23 18
3 93 16
82 1 20
98 94 16
60 3 17
90 87 17
15 73 18
70 71 15
1 11 16
92 62 18
16 23 17
97 48 20
19 80 11
15 73 12
23 31 16
52 93 12
49 93 20
97 48 17
30 36 10
21 84 17
44 13 20
24 64 19
24 64 12
40 5 16
16 23 16
91 56 20
15 91 13
15 91 19
51 17 11
82 84 15
72 86 11
99 65 19
8 97 14
12 27 13
57 36 18
75 24 16
89 23 12
2 3 14
89 25 19
39 55 12
55 70 19
99 82 15
38 45 10
86 26 13
96 61 16
19 80 17
90 87 18
33 95 10
15 39 12
44 0 20
19 80 16
12 27 19
57 36 15
99 44 12
29 37 17
91 56 13
57 36 18
31 29 13
31 29 14
66 67 13
2 3 16
70 71 11
89 25 14
99 65 18
24 64 17
35 99 11
38 45 14
89 25 18
92 62 20
56 44 19
38 3 12
8 51 15
34 50 20
66 67 15
1 11 10
40 5 19
15 39 20
39 55 19
15 91 14
24 59 18
24 64 20
19 80 19
12 27 17
12 27 14
99 65 11
24 64 10
76 34 17
99 92 11
97 48 11
19 80 12
99 92 10
12 27 13
53 72 15
55 70 16
51 17 10
66 67 19
60 3 20
8 51 19
15 91 19
82 84 16
57 36 14
23 31 17
49 93 11
34 1 10
75 24 13
97 48 17
88 58 20
19 80 11
86 26 11
70 71 19
32 84 14
42 64 12
15 39 17
88 58 17
1 11 13
55 70 18
92 62 11
75 24 16
31 29 10
44 13 18
51 17 20
1 11 13
15 91 13
52 93 13
51 17 14
92 62 13
98 94 15
87 24 20
85 99 10
2 3 10
63 27 14
23 31 10
92 62 10
56 44 10
40 5 12
15 39 15
47 33 12
63 27 20
98 94 13
32 84 13
12 27 13
19 80 13
82 1 12
55 70 15
3 93 10
57 36 16
40 5 10
15 91 14
97 48 17
56 44 18
99 65 12
75 24 16
51 17 12
12 27 15
32 84 15
36 77 10
40 5 20
15 73 13
98 94 12
38 45 12
7 87 20
75 96 14
8 97 12
96 61 20
97 48 11
49 93 16
59 14 19
98 94 10
24 64 15
83 28 15
35 99 17
14 67 12
36 77 12
15 91 12
14 67 13
12 27 20
15 73 14
51 31 15
98 94 18
75 24 10
15 91 12
75 24 11
70 71 12
35 99 14
31 29 16
40 22 19
75 96 10
89 25 10
15 91 12
16 23 13
21 84 18
19 80 14
52 93 14
36 77 12
15 91 10
52 93 20
56 44 17
36 77 19
15 91 18
12 38 15
88 58 14
70 71 14
21 84 10
57 36 12
98 94 11
89 25 12
70 71 18
44 68 18
35 99 11
66 67 17
3 93 19
39 55 17
38 45 14
35 99 13
56 44 20
40 5 17
40 22 13
75 24 15
63 27 19
24 64 10
69 83 13
89 25 18
86 26 10
89 25 12
54 90 17
38 45 18
15 39 12
56 44 18
12 27 13
40 5 20
55 70 19
35 99 12
38 45 17
83 28 12
19 80 15
35 99 11
98 94 10
92 62 16
98 94 13
44 68 18
40 5 16
56 44 12
75 96 19
98 94 18
52 93 11
54 90 12
36 77 18
21 84 17
15 91 15
83 28 10
55 70 12
54 90 19
29 37 13
97 48 19
29 37 19
52 93 18
89 25 12
99 65 12
35 99 12
3 93 11
47 33 10
34 1 13
75 24 17
66 67 19
98 94 12
40 22 17
57 36 15
59 14 10
4 74 17
38 45 17
23 31 16
94 82 13
99 92 14
89 25 11
78 48 18
24 64 13
75 24 16
97 48 12
42 64 11
40 22 16
52 93 11
89 25 17
23 31 20
86 26 12
35 99 17
89 25 12
36 77 16
19 80 10
54 90 18
96 61 15
29 37 11
16 23 12
75 24 12
97 48 14
75 96 14
39 55 10
85 99 12
40 5 11
74 88 13
97 48 18
98 94 11
51 36 18
15 73 14
15 73 17
96 61 15
99 65 14
15 73 14
57 36 17
15 39 18
19 80 14
54 90 13
75 24 14
66 67 19
24 64 17
75 24 16
86 26 18
72 86 10
23 31 10
4 5 10
89 25 17
14 67 12
12 27 11
54 90 17
96 61 12
47 33 12
12 38 19
15 91 12
98 94 15
44 13 16
66 67 18
66 67 13
89 23 16
21 84 11
51 17 13
89 23 18
44 13 13
98 94 10
59 14 20
14 67 12
78 48 18
40 89 19
24 64 13
60 3 18
59 14 15
56 44 13
92 62 11
98 94 10
96 61 18
89 23 17
32 84 13
75 24 16
44 13 19
17 9 15
15 39 12
14 67 11
99 92 20
39 55 14
38 45 16
40 5 12
29 37 14
99 92 12
15 39 11
38 45 13
35 99 12
15 91 17
23 31 11
98 94 16
97 48 15
30 47 16
32 84 20
56 44 16
83 34 13
54 90 16
17 9 19
40 22 17
38 45 17
36 77 18
91 56 11
42 64 16
86 26 19
15 91 16
90 87 14
12 27 15
1 11 19
31 29 18
89 25 13
89 25 19
29 37 16
88 58 17
30 36 19
19 80 15
24 64 14
15 91 17
83 28 16
29 37 14
91 56 11
15 73 18
30 36 15
99 92 17
52 93 16
63 27 10
59 14 20
54 90 16
49 93 15
39 55 11
70 71 13
52 93 15
89 25 18
63 27 18
55 70 17
38 45 16
36 77 13
56 44 14
1 11 20
23 31 18
23 31 13
97 48 15
30 47 13
82 1 15
98 94 17
55 70 13
89 25 10
2 3 19
39 55 18
19 80 17
24 59 12
83 28 16
36 77 14
92 62 18
4 5 10
98 94 12
32 84 18
24 64 15
90 87 15
36 77 13
42 64 17
99 92 18
31 29 12
23 31 12
96 61 14
96 61 11
1 11 13
89 25 20
19 80 12
1 11 13
53 72 13
14 67 19
98 94 17
56 44 13
75 24 15
75 96 15
75 10 12
24 59 18
70 71 12
49 93 11
56 44 16
75 24 17
57 36 17
23 31 13
75 24 18
75 24 18
46 74 11
19 80 15
40 22 18
24 59 17
96 61 11
75 24 13
96 61 11
2 3 12
51 36 19
99 65 16
63 27 17
21 84 18
96 61 12
92 62 11
90 87 15
59 14 19
55 70 17
98 94 12
15 91 20
66 67 18
44 13 12
15 73 20
52 93 16
96 61 15
56 44 15
59 14 15
36 77 20
7 87 19
56 44 11
97 48 17
82 1 19
86 26 19
38 45 19
24 64 11
52 93 14
52 93 10
99 65 16
4 5 12
21 84 15
15 39 20
72 86 17
2 3 16
15 91 10
19 80 14
52 93 17
65 79 18
56 44 18
24 64 10
14 67 19
44 68 12
19 80 15
12 27 10
8 97 14
38 45 17
41 9 18
66 67 16
1 11 20
57 36 15
99 65 18
12 27 14
23 31 14
75 96 16
51 17 13
17 9 13
44 68 11
85 99 17
92 62 16
19 80 10
57 36 20
30 36 19
76 34 17
51 17 16
30 36 16
56 44 10
69 83 11
29 37 19
92 62 10
83 28 14
90 87 19
86 26 19
88 58 14
36 77 11
40 22 13
35 99 11
23 31 10
38 45 14
72 75 11
40 89 14
32 84 12
66 67 11
97 48 10
17 9 16
60 3 13
47 33 10
59 14 19
38 45 19
51 17 19
85 99 11
57 36 12
98 94 20
24 64 13
88 58 19
12 38 14
12 27 12
65 79 20
38 45 13
38 81 19
89 23 10
57 36 20
39 55 20
59 14 14
19 80 15
99 92 11
49 93 16
44 13 12
19 80 16
15 91 20
98 94 18
21 84 16
75 10 19
59 14 12
52 93 12
19 80 19
38 45 12
15 39 19
83 34 19
99 65 12
55 70 17
47 33 18
19 80 17
38 45 15
35 99 17
15 39 14
75 24 17
91 56 18
15 73 10
97 48 14
99 65 20
63 27 19
98 94 14
89 25 20
72 75 11
99 82 15
21 84 15
17 9 16
88 58 18
12 27 12
8 51 15
83 34 13
38 45 16
39 55 12
54 90 20
35 99 19
7 43 12
38 45 15
19 80 13
52 93 17
52 93 11
15 39 13
12 27 10
46 74 16
55 70 17
4 5 19
12 27 18
1 11 13
98 94 17
46 74 16
54 90 18
15 39 15
1 11 17
44 68 18
49 93 13
24 59 19
56 44 13
47 33 17
56 44 11
24 64 15
15 91 11
99 65 19
63 27 18
56 44 19
59 14 20
52 93 13
92 62 14
30 47 16
15 91 16
56 44 18
19 80 16
52 93 19
16 23 16
32 84 14
15 39 19
86 26 10
23 31 16
24 64 11
15 91 10
94 82 14
57 36 20
88 58 11
69 83 13
98 94 11
44 68 11
88 58 14
30 47 13
98 94 19
99 92 12
15 91 10
53 72 15
52 93 16
21 84 17
19 80 16
4 5 14
24 64 19
21 84 16
99 65 16
42 64 20
76 34 13
56 44 17
15 39 16
15 91 11
3 93 11
6 41 13
51 36 10
42 64 14
24 64 17
3 93 16
24 59 15
92 62 16
19 80 16
51 17 13
30 47 10
97 48 15
36 77 13
7 43 18
12 38 12
38 3 12
40 5 19
97 48 12
98 94 14
36 77 20
49 93 20
34 1 20
98 94 20
15 91 13
59 14 11
75 24 10
15 39 15
1 11 18
60 3 17
59 14 10
66 67 11
75 96 10
23 31 13
15 91 15
23 31 16
90 87 13
19 80 14
15 39 13
21 84 17
69 83 18
69 83 16
54 90 12
56 44 10
1 11 17
52 93 11
56 44 19
15 91 14
54 90 18
98 94 11
36 77 11
63 27 19
74 88 18
65 79 18
12 38 10
15 39 12
57 36 18
15 73 16
23 31 16
75 96 18
38 45 19
75 24 20
42 64 12
23 31 15
14 67 12
56 44 19
98 94 10
34 50 11
15 39 12
30 47 11
99 92 19
17 9 10
44 13 14
89 23 15
56 44 14
97 48 13
94 82 10
15 39 15
8 51 16
54 90 20
83 28 14
44 68 17
6 41 16
89 25 18
70 71 17
35 99 11
89 25 12
7 87 11
30 36 19
55 70 11
38 45 18
57 36 18
55 70 10
99 65 18
83 28 11
21 84 20
96 61 12
19 80 13
29 37 18
12 27 12
92 62 15
63 27 14
12 27 14
97 48 12
86 26 16
56 44 16
12 38 19
24 59 10
47 33 16
69 83 11
2 3 14
24 64 11
89 25 20
15 39 11
86 26 14
89 25 19
75 24 13
7 87 18
98 94 17
29 37 20
99 65 14
15 91 14
52 93 19
15 39 13
54 90 12
49 93 16
56 44 17
90 87 19
35 99 14
12 38 14
97 48 17
36 77 11
83 34 15
90 87 12
51 17 16
51 17 13
98 94 13
24 59 15
90 87 13
14 67 19
32 84 11
52 93 11
12 27 10
36 77 11
12 27 13
42 64 19
57 36 18
91 56 15
23 31 16
35 99 16
30 47 11
82 1 15
56 44 12
52 93 11
32 84 17
24 59 15
2 3 10
44 68 11
38 45 12
12 27 19
44 13 12
59 14 20
17 9 13
56 44 14
6 41 16
12 27 19
19 80 17
15 39 13
7 87 14
75 96 20
23 31 11
54 90 10
99 92 14
52 93 17
44 68 10
3 93 18
35 99 16
75 24 16
60 3 20
92 62 18
69 83 19
57 36 19
23 31 18
57 36 20
15 91 19
51 36 14
47 33 16
98 94 18
19 80 14
60 3 15
70 71 13
99 92 16
17 9 20
52 93 16
47 33 14
85 99 19
2 3 19
15 39 11
40 5 10
75 24 17
36 77 13
90 87 14
52 93 13
47 33 17
24 64 20
56 44 17
44 13 13
75 24 10
53 72 12
63 27 19
12 27 15
56 44 10
49 93 20
15 91 17
15 39 10
12 27 15
44 13 15
24 59 19
98 94 17
55 70 11
38 45 14
32 84 15
75 96 18
56 44 12
52 93 18
57 36 17
96 61 19
29 37 16
52 93 15
86 26 13
49 93 12
56 44 14
19 80 13
66 67 19
98 94 13
75 24 11
99 65 15
56 44 17
57 36 19
52 93 15
97 48 18
40 89 14
29 37 14
15 39 16
2 3 13
15 91 10
15 91 16
98 94 19
4 74 11
98 94 12
38 45 14
29 37 18
1 11 19
21 84 14
98 94 10
35 99 17
98 94 15
90 87 10
15 91 10
2 3 11
2 3 15
39 55 11
75 24 19
4 74 17
15 91 19
29 37 20
56 44 16
16 23 10
98 94 18
1 11 19
98 94 14
56 44 15
91 56 11
66 67 12
23 31 13
75 24 12
15 91 12
60 3 16
89 25 12
86 26 19
88 58 13
75 24 10
55 70 15
12 38 20
40 5 14
92 62 13
56 44 18
15 91 10
99 44 15
52 93 19
38 45 20
29 37 11
21 84 19
97 48 18
97 48 13
59 14 20
21 84 14
96 61 10
85 99 18
23 31 16
38 45 19
14 67 13
60 3 12
15 73 20
98 94 19
92 62 15
23 31 18
44 13 11
35 99 10
60 3 17
83 28 13
3 93 10
97 48 20
83 28 10
12 27 19
82 1 17
89 25 14
4 74 14
2 3 14
49 93 14
98 94 15
92 62 10
40 22 17
16 23 12
19 80 13
19 80 10
99 92 19
15 91 11
29 37 11
4 74 13
12 27 10
32 84 18
8 51 16
90 87 17
42 64 20
57 36 11
51 17 20
42 64 20
44 13 13
15 91 17
12 27 15
24 64 16
55 70 11
51 17 19
17 9 11
57 36 16
15 73 19
88 58 16
2 3 19
15 39 18
2 3 10
49 93 11
36 77 11
38 45 11
33 95 14
96 61 18
21 84 19
52 93 19
49 93 15
91 56 16
39 55 13
97 48 18
15 91 10
19 80 16
23 31 20
44 13 18
96 61 15
89 25 14
98 94 17
21 84 11
29 37 13
97 48 15
16 23 20
36 77 11
51 17 19
12 27 16
36 77 11
57 36 15
98 94 20
47 33 20
19 80 14
23 31 10
36 77 19
83 28 13
15 91 19
74 82 11
47 33 11
19 80 18
1 11 18
4 5 16
78 48 12
19 80 20
89 23 11
98 94 16
19 80 16
89 25 19
1 11 14
1 11 17
70 71 13
92 62 14
52 93 20
12 27 16
32 84 10
75 24 11
14 67 19
92 62 19
44 68 12
89 23 17
75 24 17
35 99 14
98 94 19
94 82 13
89 25 13
15 91 19
88 58 15
47 33 11
15 91 12
24 64 16
23 31 18
15 39 14
12 27 11
23 31 15
15 39 18
75 24 13
19 80 12
29 37 11
86 26 11
36 77 12
54 90 12
75 24 11
99 82 20
52 93 19
75 24 17
42 64 14
82 1 13
90 87 20
12 27 17
59 14 19
89 25 13
82 1 13
15 39 16
92 62 20
51 36 10
42 64 16
59 14 15
74 88 17
12 38 20
54 90 14
30 47 12
83 28 19
35 99 12
4 74 18
89 25 10
98 94 17
89 25 11
12 38 18
51 36 10
15 73 16
52 93 20
15 91 11
75 24 10
38 3 11
88 58 18
56 44 16
15 91 12
47 33 19
56 44 20
31 29 15
98 94 13
97 48 17
66 67 11
15 91 20
2 3 18
12 27 10
56 44 17
35 99 10
98 94 14
83 34 19
42 64 17
55 70 14
52 93 20
57 36 16
99 65 17
38 45 16
72 75 20
23 31 10
6 41 16
89 25 18
35 99 12
34 1 10
32 84 19
23 31 14
92 62 20
63 27 13
66 67 13
30 47 13
42 64 19
23 31 16
52 93 18
15 91 12
98 94 17
8 51 14
23 31 18
21 84 15
15 73 11
23 31 17
97 48 20
66 67 14
15 73 20
89 25 13
60 3 11
35 99 10
40 22 10
55 70 10
15 39 10
90 87 18
44 68 17
15 39 11
65 79 15
57 36 18
97 48 10
75 24 15
36 77 17
65 79 13
72 86 11
12 27 13
19 80 17
40 22 17
99 92 17
60 3 19
12 27 14
97 48 20
38 45 17
54 90 20
33 95 19
8 97 14
12 27 20
60 3 17
4 74 20
40 5 12
35 99 11
15 39 10
76 34 19
99 92 16
40 22 20
15 91 16
15 39 20
92 62 18
55 70 14
75 24 12
49 93 14
89 25 14
55 70 20
16 23 20
24 64 15
89 25 19
59 14 19
19 80 11
89 23 20
7 43 13
3 93 15
83 28 18
44 13 20
4 5 15
38 45 17
83 34 13
40 5 11
35 99 10
14 67 18
19 80 12
1 11 15
40 89 17
34 1 10
90 87 19
12 27 17
40 5 11
98 94 10
15 91 13
75 24 18
75 24 20
51 36 13
59 14 18
56 44 17
90 87 16
40 22 19
1 11 15
1 11 17
99 65 12
23 31 15
99 92 18
40 89 13
49 93 14
38 3 11
20 0 15
88 58 16
40 5 20
33 95 12
56 44 13
98 94 10
98 94 14
35 99 20
99 65 19
29 37 11
36 77 13
56 44 12
91 56 19
40 89 11
30 47 15
30 36 18
7 43 19
4 74 18
89 25 12
59 14 20
19 80 19
38 45 10
97 48 13
12 27 19
8 97 11
56 44 18
35 99 16
86 26 15
99 65 18
98 94 14
29 37 19
99 92 11
14 67 14
40 89 11
66 67 19
15 91 16
15 39 19
47 33 16
38 81 18
40 5 13
3 93 13
15 73 16
23 31 15
82 1 15
98 94 12
36 77 19
66 67 16
31 29 19
55 70 10
36 77 17
23 31 11
24 59 20
97 48 20
83 34 12
97 48 20
14 67 19
38 45 20
31 29 17
99 65 20
4 5 15
75 24 15
15 39 15
99 65 11
21 84 19
99 92 20
44 13 11
60 3 15
60 3 14
15 91 13
3 93 19
24 59 16
35 99 18
40 5 20
44 68 17
92 62 17
98 94 12
23 31 20
47 33 13
12 27 17
19 80 17
30 47 10
7 43 12
75 24 17
40 5 11
2 3 16
39 55 17
52 93 13
74 88 14
33 95 19
52 93 20
92 62 19
2 3 18
4 5 12
89 23 18
63 27 16
60 3 11
24 64 15
54 90 15
29 37 16
86 26 20
53 72 12
52 93 12
24 59 20
1 11 11
8 97 20
52 93 11
29 37 11
38 3 13
52 93 10
23 31 19
56 44 14
46 74 14
88 58 13
40 89 15
12 27 18
12 27 14
23 31 10
4 74 14
54 90 19
98 94 20
89 25 16
75 24 14
24 64 16
57 36 17
36 77 19
85 99 12
98 94 13
99 92 13
23 31 19
98 94 17
49 93 18
83 28 16
2 3 15
30 47 12
59 14 17
53 72 15
49 93 19
35 99 11
54 90 16
2 3 15
51 36 19
52 93 16
99 44 19
30 47 14
34 1 18
42 64 13
56 44 10
23 31 17
35 99 17
59 14 11
12 27 15
92 62 13
35 99 19
19 80 10
15 91 17
12 38 11
15 39 17
35 99 15
49 93 13
97 48 10
75 24 13
52 93 15
98 94 15
38 45 18
12 27 20
19 80 12
38 45 16
35 99 10
2 3 14
89 23 20
40 5 14
59 14 19
15 39 17
56 44 14
42 64 16
98 94 16
97 48 20
38 45 12
97 48 12
75 10 20
23 31 18
97 48 11
75 24 19
51 17 20
89 23 16
39 55 18
7 43 15
52 93 20
7 43 13
91 56 20
44 13 18
1 11 18
32 84 17
75 96 11
85 99 15
1 11 15
99 65 18
72 75 11
15 91 18
33 95 19
75 10 11
2 3 17
40 5 15
52 93 20
90 87 19
34 1 10
96 61 11
83 28 14
16 23 11
90 87 19
89 25 15
40 22 15
42 64 13
15 39 10
98 94 17
59 14 14
19 80 16
23 31 15
54 90 11
49 93 18
75 24 11
16 23 11
23 31 15
74 88 19
30 36 16
14 67 17
57 36 13
12 27 13
51 17 16
12 38 16
99 65 11
63 27 15
36 77 15
24 59 11
82 1 18
98 94 12
39 55 13
15 39 19
51 31 11
30 47 12
44 13 17
23 31 20
91 56 18
1 11 12
30 47 14
15 39 17
75 96 11
56 44 18
46 74 10
83 34 20
38 45 19
89 25 10
88 58 16
32 84 17
14 67 11
86 26 18
92 62 18
15 39 20
19 80 11
97 48 16
98 94 14
56 44 15
98 94 18
15 91 19
40 5 19
7 43 15
3 93 18
51 36 13
15 73 11
85 99 19
32 84 17
89 25 12
96 61 10
52 93 15
12 38 18
51 36 18
98 94 16
15 91 19
19 80 18
40 22 11
69 83 14
12 27 20
2 3 19
97 48 10
51 36 17
23 31 20
29 37 16
66 67 19
57 36 12
30 47 14
23 31 12
52 93 13
99 65 12
52 93 10
97 48 17
97 48 17
59 14 14
82 1 17
88 58 14
6 41 12
24 64 17
15 91 18
94 82 13
12 27 18
89 25 11
91 56 14
15 91 18
99 65 10
92 62 10
38 45 16
38 45 14
89 25 12
99 65 13
70 71 16
89 25 19
12 38 17
19 80 18
12 38 10
6 41 19
53 72 18
98 94 16
24 64 14
24 64 20
51 17 15
15 91 18
38 45 18
97 48 19
75 24 14
75 24 15
59 14 18
19 80 20
8 51 12
52 93 16
54 90 11
98 94 12
92 62 13
75 24 20
57 36 13
75 10 18
15 91 10
15 91 10
15 91 15
56 44 17
29 37 19
98 94 10
75 24 14
51 17 10
19 80 12
19 80 11
89 23 20
82 1 20
15 91 16
55 70 10
46 74 15
38 3 15
75 24 16
98 94 20
75 24 10
75 24 17
88 58 18
85 99 18
16 23 12
86 26 16
98 94 17
75 24 10
70 71 20
4 5 12
4 5 16
87 24 12
21 84 19
57 36 18
35 99 10
44 68 18
57 36 11
92 62 12
97 48 15
40 5 18
89 25 10
2 3 13
52 93 13
7 43 20
29 37 15
56 44 14
8 51 10
15 73 11
15 91 13
57 36 11
14 67 15
12 39 14
89 25 10
75 24 19
59 14 18
40 22 13
31 29 14
66 67 10
97 48 18
21 84 17
59 14 17
40 5 16
72 75 11
99 44 19
66 67 19
49 93 19
35 99 15
59 14 13
31 29 10
60 3 17
98 94 12
89 25 19
86 26 17
99 92 13
23 31 12
97 48 14
90 87 11
57 36 14
30 47 15
38 45 13
16 23 10
15 73 13
98 94 17
12 38 20
57 36 18
15 73 13
89 25 16
1 11 13
36 77 10
36 77 19
75 10 19
32 84 20
51 36 15
29 37 16
7 87 14
24 64 19
30 47 17
86 26 20
15 91 19
98 94 10
15 91 12
38 3 16
30 47 15
59 14 19
23 31 12
39 55 11
35 99 12
75 24 20
47 33 16
15 73 12
92 62 10
97 48 16
12 27 15
92 62 19
56 44 19
15 91 11
89 23 16
90 87 12
39 55 19
88 58 10
15 39 13
15 91 17
56 44 11
98 94 18
19 80 20
51 17 12
12 27 12
16 23 15
98 94 16
82 84 14
31 29 18
19 80 11
44 13 14
55 70 11
23 31 17
47 33 16
75 24 17
42 64 11
15 91 20
15 39 18
82 1 13
12 27 15
6 41 16
75 10 10
38 3 18
47 33 10
21 84 16
97 48 11
74 88 17
56 44 15
63 27 13
32 84 14
42 64 12
99 92 14
70 71 16
44 13 11
83 34 19
14 67 16
19 80 16
54 90 20
83 28 13
19 80 12
36 77 12
21 84 15
56 44 10
12 27 11
38 45 15
8 97 13
32 84 15
92 62 17
57 36 20
15 91 18
23 31 15
75 24 10
4 74 13
75 10 13
1 11 13
15 39 11
1 11 13
51 36 11
49 93 18
7 87 18
89 25 16
36 77 12
12 27 17
72 75 15
4 5 20
85 99 12
97 48 18
36 77 12
89 25 16
12 27 20
49 93 14
16 23 12
19 80 12
